§ 19 odst. 3, zákona è. 13/1997 Sb., o pozemních komunikacích, ve znìní pozdìjších pøedpisù|§ 91 odst.2 písm.e) zákona è. 250/2016 Sb., o odpovìdnosti za pøestupky a øízení o nich;2;;;
§ 17 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. f) bod 7 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;2;;;
§ 14 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. k) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;2;;;
|§8 odst. 1 písm. c) zák. 251/2016 Sb., o nìkterých pøestupcích, ve znìní pozdìjších pøedpisù;2;;;
|§7 odst. 2 písm. a) zák. 251/2016 Sb., o nìkterých  pøestupcích, ve znìní pozdìjších pøedpisù;2;;;
|§ 5 odst. 2 písm. c) zákona è. 251/2016 Sb., o nìkterých pøestupcích, ve znìní pozdìjších pøedpisù;2;;;
|§ 30 odst. 1 písm. a) zákona è. 200/1990 Sb., o pøestupcích, ve znìní pozdìjších pøedpisù;2;;;
zneèistí nebo poškodí komunikaci zákona è. 13/1997 Sb., o pozemních komunikacích, ve znìní pozdìjších pøedpisù|§ 91 odst.2 písm.e) zákona è. 250/2016 Sb., o odpovìdnosti za pøestupky a øízení o nich;2;;;
èlánek è.1 Obecnì závazné vyhlášky statutárního mìsta Brna è.12/2011 o regulaci veøejné produkce hudby v pohostinských zaøízeních a restauraèních zahrádkách, za úèelem  zabezpeèení místních záležitostí veøejného poøádku, |§ 4 odst. 2 zákona è. 251/2016 Sb., o nìkterých pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
§38 odst.1 písm. c) zákon è. 56/2001 Sb., zákon o podmínkách provozu vozidel na pozemních komunikacích a o zmìnì zákona è. 168/1999 Sb., o pojištìní odpovìdnosti za škodu zpùsobenou provozem vozidla a o zmìnì nìkterých souvisejících zákonù (zákon o pojištìní odpovìdnosti z provozu vozidla), ve znìní zákona è. 307/1999 Sb.,;1;;;
§ 75 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. f) bod 5 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 54 odst. 4,  zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. k) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 54 odst. 3, zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. k) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 53 odst.8 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. k) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 53 odst.7 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. k) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 5 odst. 2 písm. a), a b) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. b), c) a d) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 4 písm.c) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. f) bod 2 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 27 odst.1 písm. a) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. k) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 25 odst.6 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. k) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 22 odst. 5 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. f) bod 8 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 19 odst. 2 písm. a) až g), zákona è. 13/1997 Sb., o pozemních komunikacích, ve znìní pozdìjších pøedpisù|§ 91 odst.2 písm.e) zákona è. 250/2016 Sb., o odpovìdnosti za pøestupky a øízení o nich;1;;;
§ 18 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. f) bod 4 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
§ 13 odst. 2 zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù|§ 125c odst. 1 písm. k) zákona è. 361/2000 Sb., o provozu na pozemních komunikacích a o zmìnách nìkterých zákonù, ve znìní pozdìjších pøedpisù;1;;;
|§8 odst. 2 písm. a) BOD 4. zák. 251/2016 Sb., o nìkterých pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
|§8 odst. 2 písm. a) BOD 1. zák. 251/2016 Sb., o nìkterých pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
|§8 odst. 1 písm. d) zák. 251/2016 Sb., o nìkterých pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
|§7 odst. 2 písm. b)  BOD 2 zák. 251/2016 Sb., o nìkterých pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
|§50 odst. 2 písm. a) zák. 200/1990 Sb., o pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
|§50 odst. 1 písm. b) zák. 200/1990 Sb., o pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
|§ 5 odst. 2 písm. e) zákona è. 251/2016 Sb., o nìkterých pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
|§ 4 odst. 1 zákona è. 251/2016 Sb., o nìkterých pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
|§ 35 odst. 1 písm. c) zákona è. 65/2017 Sb., o ochranì zdraví pøed škodlivými úèinky návykových látek;1;;;
|§ 30 odst. 1 písm. c) zákona è. 200/1990 Sb., o pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
|§ 23 zákona è. 200/1990 Sb., o pøestupcích, ve znìní pozdìjších pøedpisù;1;;;
