Biskupská;826;;;;2017-03-08 09:59:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Björnsenùv sad;461;;;;2017-03-08 09:59:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Blanenská;1;;;;2017-03-08 10:05:00.000;námìstí 28. øíjna 8, Brno-Èerná Pole
Blatnická;66;;;;2017-03-08 10:27:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Blatnická-22;1;;;;2017-03-08 10:35:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Blatného;15;;;;2017-03-08 10:35:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Blatouchová;29;;;;2017-03-08 10:35:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Blakova;13;;;;2017-03-08 10:35:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Blaovická;4;;;;2017-03-08 10:35:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Blodkova;5;;;;2017-03-08 10:35:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Blümlova;2;;;;2017-03-13 10:49:00.000;námìstí 28. øíjna 8, Brno-Èerná Pole
Bochoøákova;18;;;;2017-03-13 10:54:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Boettingrova;13;;;;2017-03-13 10:54:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Bohatcova;1;;;;2017-03-15 14:07:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Bohunická;30;;;;2017-03-18 00:43:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bohuslava martinù;29;;;;2017-03-18 00:46:31;námìstí 28. øíjna 1, Brno-Èerná Pole
Bohuòova;57;;;;2017-03-18 06:45:00.000;námìstí 28. dubna, Brno
Bolzanova;24;;;;2017-03-20 11:03:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Borky;14;;;;2017-03-20 11:03:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Borodinova;9;;;;2017-03-21 13:17:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Boskovická;4;;;;2017-03-21 13:17:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Bosonoská;87;;;;2017-03-21 13:17:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Bosonoské námìstí;22;;;;2017-03-26 00:29:00.000;námìstí 28. øíjna 24, Brno-Èerná Pole
Botanická;607;;;;2017-03-27 14:26:00.000;námìstí 28. øíjna 24, Brno-Èerná Pole
Botanická-u zš;1;;;;2017-03-28 10:43:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Botanická-škola;1;;;;2017-03-28 10:43:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Boøetická;86;;;;2017-03-28 10:43:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Boøivojova;3;;;;2017-03-28 11:00:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Boeny nìmcové;49;;;;2017-03-28 11:01:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Boeny nìmcové-45;1;;;;2017-03-28 11:03:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Boetìchova;156;;;;2017-03-28 11:05:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Brandlova;29;;;;2017-03-28 11:06:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Branka;1;;;;2017-03-28 11:08:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bratislavská;728;;;;2017-03-28 11:10:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Brechtova;18;;;;2017-03-28 11:11:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Brechtova-12;1;;;;2017-03-28 11:13:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Breitcetlova;4;;;;2017-03-28 11:15:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Brigádnická;2;;;;2017-03-28 11:18:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Brno;10;;;;2017-03-28 11:20:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Brnìnky;5;;;;2017-03-28 11:24:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Broskvoòová;5;;;;2017-03-28 11:26:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Broíkova;50;;;;2017-03-30 09:26:00.000;námìstí 28. dubna, Brno
Bráfova;33;;;;2017-03-30 10:53:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bubeníèkova;242;;;;2017-03-30 10:55:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Buchtova;5;;;;2017-03-30 13:01:00.000;námìstí 28. dubna 41, Brno-Bystrc
Budovcova;2;;;;2017-04-07 10:04:00.000;námìstí 28. dubna 61, Brno-Bystrc
Buková;1;;;;2017-04-09 20:00:00.000;námìstí 28. dubna, Brno
Bulharská;107;;;;2017-04-11 23:50:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bulharská-20c;5;;;;2017-04-11 23:51:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Burešova;98;;;;2017-04-11 23:53:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Burešova-8;1;;;;2017-04-13 08:03:00.000;námìstí 28. dubna 48, Brno-Bystrc
Burianovo námìstí;22;;;;2017-04-20 08:09:00.000;námìstí 28. dubna 61, Brno-Bystrc
Buzkova;25;;;;2017-04-20 08:23:00.000;námìstí 28. dubna 61, Brno-Bystrc
Buèkova;3;;;;2017-04-20 08:25:00.000;námìstí 28. dubna 61, Brno-Bystrc
Buèovická;4;;;;2017-04-20 08:25:00.000;námìstí 28. dubna 61, Brno-Bystrc
Bystrcká;8;;;;2017-04-20 08:28:00.000;námìstí 28. dubna 61, Brno-Bystrc
Bystøinova;21;;;;2017-04-20 08:30:00.000;námìstí 28. dubna 61, Brno-Bystrc
Bzenecká;92;;;;2017-04-20 08:49:00.000;námìstí 28. dubna 2, Brno-Bystrc
Bílovická;7;;;;2017-04-20 08:51:00.000;námìstí 28. dubna 2, Brno-Bystrc
Bílá hora;2;;;;2017-04-20 08:54:00.000;námìstí 28. dubna 2, Brno-Bystrc
Bílého;2;;;;2017-04-20 08:56:00.000;námìstí 28. dubna 2, Brno-Bystrc
Bítešská;2;;;;2017-04-20 08:59:00.000;námìstí 28. dubna 2, Brno-Bystrc
Böhmova;4;;;;2017-04-20 09:00:00.000;námìstí 28. dubna 2, Brno-Bystrc
Bìhounská;398;;;;2017-04-20 09:02:00.000;námìstí 28. dubna 2, Brno-Bystrc
Bìhounská-10;1;;;;2017-04-20 09:05:00.000;námìstí 28. dubna 2, Brno-Bystrc
Bìlidla;5;;;;2017-04-20 09:55:00.000;námìstí 28. øíjna 12, Brno-Èerná Pole
Bìlohorská;35;;;;2017-04-20 12:43:33;námìstí 28. dubna 2, Brno-Bystrc
Bìloruská;33;;;;2017-04-20 12:44:00.000;námìstí 28. dubna 2, Brno-Bystrc
Bìly paoutové;5;;;;2017-04-20 12:45:00.000;námìstí 28. dubna 2, Brno-Bystrc
Bøeclavská;6;;;;2017-04-21 10:05:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Bøenkova;30;;;;2017-04-21 10:05:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Bøezinova;82;;;;2017-04-21 10:05:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Bøezová;41;;;;2017-04-21 10:36:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Cacovice;15;;;;2017-04-21 10:36:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Cacovická;32;;;;2017-04-21 11:16:00.000;námìstí 28. øíjna 18, Brno-Èerná Pole
Cacovická-9;1;;;;2017-04-21 22:23:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Cejl;502;;;;2017-04-21 22:24:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Cejl-2;5;;;;2017-04-21 22:25:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Celní-17;1;;;;2017-04-21 22:26:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Chalabalova;12;;;;2017-04-23 13:02:00.000;námìstí 28. dubna 61, Brno-Bystrc
Chaloupeckého námìstí;38;;;;2017-04-24 19:45:00.000;námìstí 28. dubna, Brno
Chaloupkova;4;;;;2017-04-24 19:45:00.000;námìstí 28. dubna, Brno
Chaloupky;13;;;;2017-04-25 09:03:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Charbulova;69;;;;2017-04-26 20:31:00.000;námìstí 28. dubna-albert, Brno
Charvatská;59;;;;2017-04-26 23:32:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Chelèického;10;;;;2017-04-30 10:31:00.000;námìstí 28. dubna-u kostela, Brno
Chironova;7;;;;2017-04-30 16:49:00.000;námìstí 28. dubna, Brno
Chleborádova;2;;;;2017-05-06 22:30:52;námìstí 28. øíjna 19, Brno-Èerná Pole
Chlubnova;1;;;;2017-05-10 15:00:00.000;námìstí 28. dubna 2, Brno-Bystrc
Chlupova;18;;;;2017-05-10 15:03:00.000;námìstí 28. dubna 2, Brno-Bystrc
Chládkova;34;;;;2017-05-13 09:37:16;námìstí 28. øíjna 1, Brno-Èerná Pole
Chmelnice;2;;;;2017-05-13 09:39:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Chodská;126;;;;2017-05-13 09:41:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Chopinova;36;;;;2017-05-13 09:43:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Chrlická;12;;;;2017-05-13 09:44:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Chrlické námìstí;3;;;;2017-05-13 09:46:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Chrpová;14;;;;2017-05-14 12:57:00.000;námìstí 28. dubna 42, Brno-Bystrc
Chudobova;3;;;;2017-05-14 14:22:00.000;námìstí 28. dubna 34, Brno-Bystrc
Chudèická;36;;;;2017-05-19 09:54:00.000;námìstí 28. dubna 61, Brno-Bystrc
Churého;5;;;;2017-05-20 16:09:00.000;námìstí 28. dubna, Brno
Chvalovka;32;;;;2017-05-20 17:35:00.000;námìstí 28. dubna 2, Brno-Bystrc
Cihláøská;214;;;;2017-05-20 19:35:00.000;námìstí 28. dubna, Brno
Cimburkova;13;;;;2017-05-21 22:00:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Colova;8;;;;2017-05-21 22:03:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Cornovova;82;;;;2017-05-21 22:05:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Cyrilská;14;;;;2017-05-21 22:06:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Cyrilská-7;2;;;;2017-05-21 22:08:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dalimilova;22;;;;2017-05-21 22:09:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Daèického;12;;;;2017-05-23 20:53:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Daèického-5;1;;;;2017-05-23 20:55:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Demlova;3;;;;2017-05-23 20:56:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Denisovy sady;12;;;;2017-05-23 20:56:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Desátková;10;;;;2017-05-24 17:00:00.000;námìstí 28. dubna-albert, Brno
Dillingerova;2;;;;2017-05-24 17:01:00.000;námìstí 28. dubna-albert, Brno
Divadelní;232;;;;2017-05-26 07:39:00.000;námìstí 28. dubna, Brno
Divišova;1;;;;2017-05-26 12:37:00.000;námìstí 28. dubna, Brno
Dlouhá;301;;;;2017-05-29 11:27:00.000;námìstí 28. dubna, Brno
Dlouhé hony;6;;;;2017-05-30 09:44:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dládìná;1;;;;2017-05-30 09:46:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dobrovského;44;;;;2017-05-30 09:48:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dolealova;14;;;;2017-05-30 09:49:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dolnopolní;5;;;;2017-05-30 09:50:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dolní louky;3;;;;2017-05-30 09:51:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Domalická;21;;;;2017-05-30 09:52:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dominikánská;55;;;;2017-05-30 09:53:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dominikánské námìstí;515;;;;2017-05-30 09:55:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dornych;1725;;;;2017-05-31 21:12:08;námìstí 28. øíjna 19, Brno-Èerná Pole
Dornych od;1;;;;2017-05-31 23:26:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dornych-39 u;1;;;;2017-05-31 23:28:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dornych-Lidl;1;;;;2017-05-31 23:30:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dornych-x køenová;1;;;;2017-05-31 23:31:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dornych-x zvonaøka;1;;;;2017-05-31 23:32:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dornych-x úzká;1;;;;2017-05-31 23:33:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Došlíkova;43;;;;2017-06-03 09:07:00.000;námìstí 28. dubna 22, Brno-Bystrc
Drdy;3;;;;2017-06-05 03:08:00.000;námìstí 28. dubna 22, Brno-Bystrc
Drobného;209;;;;2017-06-05 11:05:00.000;námìstí 28. dubna-OC Javor, Brno
Drustevní;55;;;;2017-06-06 00:18:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Drápelova;2;;;;2017-06-06 00:21:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Drání;19;;;;2017-06-06 00:23:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Drèkova;6;;;;2017-06-06 00:24:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dubová;72;;;;2017-06-06 00:26:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dudíkova;1;;;;2017-06-06 00:27:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Dufkovo nábøeí;5;;;;2017-06-06 01:00:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Dukelská tøída;169;;;;2017-06-09 14:29:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Dulánek;8;;;;2017-06-16 10:19:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Dulánek-25;1;;;;2017-06-21 09:39:00.000;námìstí 28. øíjna 11, Brno-Èerná Pole
Dunajevského;14;;;;2017-06-21 09:39:00.000;námìstí 28. øíjna 11, Brno-Èerná Pole
Dunajská;273;;;;2017-06-21 09:44:00.000;námìstí 28. øíjna 9, Brno-Èerná Pole
Durïákova;77;;;;2017-06-21 09:44:00.000;námìstí 28. øíjna 9, Brno-Èerná Pole
Dusíkova;18;;;;2017-06-21 09:49:00.000;námìstí 28. øíjna 6, Brno-Èerná Pole
Dvorecká;3;;;;2017-06-21 09:49:00.000;námìstí 28. øíjna 6, Brno-Èerná Pole
Dvorského;54;;;;2017-06-21 09:55:00.000;námìstí 28. øíjna 6, Brno-Èerná Pole
Dvoøištì;2;;;;2017-06-21 10:01:00.000;námìstí 28. øíjna 3, Brno-Èerná Pole
Dvoøákova;169;;;;2017-06-21 10:01:00.000;námìstí 28. øíjna 3, Brno-Èerná Pole
Dykova;2;;;;2017-06-21 10:04:00.000;námìstí 28. øíjna 3, Brno-Èerná Pole
Díly;1;;;;2017-06-21 11:00:00.000;námìstí 28. øíjna 18, Brno-Èerná Pole
Dìdická;34;;;;2017-06-23 09:28:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Dìlnická;307;;;;2017-06-25 21:41:00.000;námìstí 28. dubna, Brno
Døevaøská;207;;;;2017-06-25 21:43:00.000;námìstí 28. dubna, Brno
Eimova;4;;;;2017-06-27 10:23:00.000;námìstí 28. dubna-ÚMÈ, Brno
Eleonory voraèické;19;;;;2017-06-29 08:37:00.000;námìstí 28. dubna 61, Brno-Bystrc
Elgartova;7;;;;2017-06-29 11:37:00.000;námìstí 28. dubna-kostel, Brno
Eliášova;1;;;;2017-07-02 14:09:00.000;námìstí 28. dubna 2, Brno-Bystrc
Elišky krásnohorské;63;;;;2017-07-08 12:39:00.000;námìstí 28. dubna 35, Brno-Bystrc
Elišky machové;11;;;;2017-07-09 09:06:00.000;námìstí 28. dubna 61, Brno-Bystrc
Elišky pøemyslovny;6;;;;2017-07-09 09:08:00.000;námìstí 28. dubna 61, Brno-Bystrc
Elplova;8;;;;2017-07-12 20:51:00.000;námìstí 28. dubna 61, Brno-Bystrc
Erbenova;5;;;;2017-07-12 21:10:00.000;námìstí 28. dubna 61, Brno-Bystrc
Evropská;1;;;;2017-07-14 12:50:00.000;námìstí 28. dubna 61, Brno-Bystrc
Eèerova;64;;;;2017-07-14 14:23:00.000;námìstí 28. dubna 61, Brno-Bystrc
Famìrovo námìstí;1;;;;2017-07-16 06:19:00.000;námìstí 28. dubna, Brno
Fanderlíkova;10;;;;2017-07-17 08:28:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Farní;1;;;;2017-07-17 08:28:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Farského;1;;;;2017-07-17 08:41:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Ferrerova;3;;;;2017-07-17 08:41:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Filipova;37;;;;2017-07-17 11:04:00.000;námìstí 28. dubna 2, Brno-Bystrc
Filipínského;6;;;;2017-07-17 14:57:00.000;námìstí 28. dubna 2, Brno-Bystrc
Filkukova;1;;;;2017-07-18 03:29:00.000;námìstí 28. dubna, Brno
Fillova;42;;;;2017-07-19 13:21:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Firemní;1;;;;2017-07-19 13:21:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Fišova;10;;;;2017-07-21 07:44:00.000;námìstí 28. dubna 61, Brno-Bystrc
Fleischnerova;28;;;;2017-07-21 14:24:00.000;námìstí 28. dubna 61, Brno-Bystrc
Florianova;43;;;;2017-07-22 02:59:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Foerstrova;69;;;;2017-07-22 03:00:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Foltınova;102;;;;2017-07-27 08:16:00.000;námìstí 28. øíjna, Brno
Foustkova;2;;;;2017-07-27 08:30:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Francouzská;43;;;;2017-07-27 08:30:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Františky skaunicové;3;;;;2017-08-01 08:18:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Františky stránecké;4;;;;2017-08-01 08:21:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Františkánská;81;;;;2017-08-01 08:23:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Franzova;2;;;;2017-08-03 09:37:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Franzova-63 napr.;1;;;;2017-08-03 09:38:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Frièova;3;;;;2017-08-03 09:40:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Fryèajova;29;;;;2017-08-03 09:42:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Fügnerova;8;;;;2017-08-03 09:43:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Gabriely preissové;46;;;;2017-08-03 09:44:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Gajdošova;329;;;;2017-08-03 09:46:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Galandauerova;11;;;;2017-08-03 14:01:00.000;námìstí 28. øíjna 23, Brno-Èerná Pole
Gallašova;10;;;;2017-08-04 14:21:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Gargulákova;9;;;;2017-08-04 14:22:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Gebauerova;28;;;;2017-08-04 14:23:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Geislerova;31;;;;2017-08-07 14:11:00.000;námìstí 28. dubna 41, Brno-Bystrc
Gellnerova;1;;;;2017-08-08 15:30:00.000;námìstí 28. dubna, Brno
Glinkova;19;;;;2017-08-08 15:30:00.000;námìstí 28. dubna, Brno
Glocova;1;;;;2017-08-10 11:28:00.000;námìstí 28. dubna-albert, Brno
Goldova;1;;;;2017-08-10 11:30:00.000;námìstí 28. dubna, Brno
Gorazdova;366;;;;2017-08-10 11:32:00.000;námìstí 28. dubna, Brno
Gorazdova-u kostela;4;;;;2017-08-10 13:14:00.000;námìstí 28. øíjna 23, Brno-Èerná Pole
Gorazdova-u pravosl.;9;;;;2017-08-10 13:19:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Gorkého;483;;;;2017-08-14 09:58:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Grmelova;38;;;;2017-08-14 10:01:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Grohova;105;;;;2017-08-14 10:02:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Gromešova;3;;;;2017-08-14 10:04:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Gruzínská;96;;;;2017-08-14 10:06:18;námìstí 28. øíjna 1, Brno-Èerná Pole
Haasova;19;;;;2017-08-14 10:08:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Habøinova;1;;;;2017-08-14 10:09:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Halasovo námìstí;91;;;;2017-08-14 10:11:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Hansmannova;15;;;;2017-08-14 10:13:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Hanácká;6;;;;2017-08-17 18:41:00.000;námìstí 28. øíjna 18, Brno-Èerná Pole
Hapalova;28;;;;2017-08-18 07:32:00.000;námìstí 28. dubna 8, Brno-Bystrc
Havelkova;62;;;;2017-08-18 12:14:00.000;námìstí 28. dubna 2, Brno-Bystrc
Havlenova;124;;;;2017-08-23 19:53:00.000;námìstí 28. øíjna 24, Brno-Èerná Pole
Havlišova;26;;;;2017-08-23 19:55:00.000;námìstí 28. øíjna 24, Brno-Èerná Pole
Havláskova;1;;;;2017-08-23 20:00:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Havlíèkova;35;;;;2017-08-23 20:05:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Havraní;7;;;;2017-08-24 22:43:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Havránkova;32;;;;2017-08-24 22:45:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Haškova;57;;;;2017-08-24 22:47:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Haškova-15 za;1;;;;2017-08-24 23:24:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Heinrichova;19;;;;2017-08-24 23:26:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Helceletova;2;;;;2017-08-25 21:50:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Heleny malíøové;41;;;;2017-08-25 21:58:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Helenèina;13;;;;2017-08-25 22:02:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Helfertova;869;;;;2017-08-27 07:39:00.000;námìstí 28. dubna, Brno
Herbenova;3;;;;2017-08-28 14:35:00.000;námìstí 28. øíjna, Brno
Herèíkova;79;;;;2017-08-28 19:08:00.000;námìstí 28. dubna 61, Brno-Bystrc
Heršpická;58;;;;2017-08-29 14:56:00.000;námìstí 28. dubna, Brno
Heydukova;1;;;;2017-08-29 22:34:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Heyrovského;38;;;;2017-08-29 22:35:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Heømánková;1;;;;2017-08-29 22:36:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Hilleho;28;;;;2017-08-29 22:37:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Hladíkova;1;;;;2017-08-29 22:39:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Hlavní;216;;;;2017-08-29 22:40:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Hlaváèkova;15;;;;2017-08-30 08:08:00.000;námìstí 28. øíjna 23, Brno-Èerná Pole
Hlaváèova;10;;;;2017-08-30 08:16:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Hlaváèova-2;2;;;;2017-08-30 08:25:00.000;námìstí 28. øíjna 5, Brno-Èerná Pole
Hlinky;594;;;;2017-08-30 08:35:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Hliník;2;;;;2017-08-30 08:35:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Hluboká;1;;;;2017-08-30 10:41:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Hnìvkovského;294;;;;2017-09-01 06:46:00.000;námìstí 28. øíjna 8, Brno-Èerná Pole
Hoblíkova;30;;;;2017-09-01 18:16:00.000;námìstí 28. dubna 48, Brno-Bystrc
Hochmanova;17;;;;2017-09-02 13:48:00.000;námìstí 28. dubna, Brno
Hodonínská;42;;;;2017-09-03 22:07:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Holandská;312;;;;2017-09-03 22:08:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Holzova;57;;;;2017-09-03 23:16:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
