Babická;1;;;;2017-01-27 09:32:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Babická-1a;1;;;;2017-02-03 07:23:00.000;námìstí 28. øíjna, Brno
Babièkova;25;;;;2017-02-04 20:25:00.000;námìstí 28. dubna 20, Brno-Bystrc
Bakalovo nábøeí;188;;;;2017-02-06 12:17:00.000;námìstí 28. dubna 52, Brno-Bystrc
Balbínova;4;;;;2017-02-06 12:27:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Banskobystrická;17;;;;2017-02-08 10:03:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Bartolomìjská;4;;;;2017-02-08 10:03:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Bartošova;8;;;;2017-02-08 10:03:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Bartákova;7;;;;2017-02-08 10:03:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Barvièova;7;;;;2017-02-08 14:06:00.000;námìstí 28. øíjna 19, Brno-Èerná Pole
Barvy;10;;;;2017-02-09 09:15:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Barvíøská;35;;;;2017-02-09 09:15:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Bauerova;6;;;;2017-02-09 09:33:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Bauerova-8. brána;1;;;;2017-02-09 09:43:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bayerova;182;;;;2017-02-09 09:45:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Baèovského;1;;;;2017-02-09 21:40:00.000;námìstí 28. øíjna 5, Brno-Èerná Pole
Bašného;38;;;;2017-02-10 12:47:00.000;námìstí 28. øíjna 17, Brno-Èerná Pole
Bašty;218;;;;2017-02-14 18:03:00.000;námìstí 28. dubna, Brno
Bednaøíkova;2;;;;2017-02-16 14:25:00.000;námìstí 28. dubna, Brno
Bednáøova;4;;;;2017-02-19 18:03:00.000;námìstí 28. dubna-OC Javor, Brno
Bedøichovická;1;;;;2017-02-23 12:57:00.000;námìstí 28. dubna 61, Brno-Bystrc
Beethovenova;267;;;;2017-02-27 12:35:00.000;námìstí 28. øíjna 18, Brno-Èerná Pole
Belcrediho;1;;;;2017-02-28 16:45:00.000;námìstí 28. øíjna 12, Brno-Èerná Pole
Bellova;93;;;;2017-03-02 13:57:00.000;námìstí 28. øíjna 20, Brno-Èerná Pole
Bendlova;8;;;;2017-03-03 10:45:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Benešova;1805;;;;2017-03-03 10:45:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Benešova Benešova;2;;;;2017-03-06 10:10:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Benešova-10 u;1;;;;2017-03-06 10:10:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Benešova-15 club;1;;;;2017-03-06 10:17:00.000;námìstí 28. øíjna 10, Brno-Èerná Pole
Benešova-20;8;;;;2017-03-07 10:27:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Benešova-4;2;;;;2017-03-07 10:27:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Berkova;89;;;;2017-03-07 10:27:00.000;námìstí 28. øíjna 2, Brno-Èerná Pole
Bernáèkova;1;;;;2017-03-07 10:42:21;námìstí 28. øíjna 2, Brno-Èerná Pole
Besední;21;;;;2017-03-07 10:44:00.000;námìstí 28. øíjna 17, Brno-Èerná Pole
Besední-x solnièní;2;;;;2017-03-07 23:26:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bezejmenná;3;;;;2017-03-07 23:27:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bezinková;1;;;;2017-03-07 23:28:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bezruèova;247;;;;2017-03-07 23:29:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bešùvka;3;;;;2017-03-07 23:30:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bidláky;11;;;;2017-03-07 23:33:00.000;námìstí 28. øíjna 1, Brno-Èerná Pole
Bieblova;178;;;;2017-03-08 09:44:00.000;námìstí 28. øíjna 12, Brno-Èerná Pole
